"","GeneName","GeneID","PathwayNum","PathwayName","pvalue"
"","RAP1A","5906","hsa04530","Tight junction","0.0210199004975126"
"","RAP1A","5906","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","RAP1A","5906","hsa04510","Focal adhesion","0.025"
"","RAP1A","5906","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","RAP1A","5906","hsa04024","cAMP signaling pathway","0.026865671641791"
"","RAP1A","5906","hsa04014","Ras signaling pathway","0.0288557213930349"
"","RAP1A","5906","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","RBBP4","5928","hsa04218","Cellular senescence","0.0199004975124379"
"","RCOR1","23186","hsa05016","Huntington disease","0.0380597014925372"
"","RHOA","387","hsa04520","Adherens junction","0.00883084577114435"
"","RHOA","387","hsa05100","Bacterial invasion of epithelial cells","0.00907960199004987"
"","RHOA","387","hsa05133","Pertussis","0.00945273631840793"
"","RHOA","387","hsa05210","Colorectal cancer","0.0106965174129352"
"","RHOA","387","hsa04350","TGF-beta signaling pathway","0.0116915422885571"
"","RHOA","387","hsa04972","Pancreatic secretion","0.0126865671641793"
"","RHOA","387","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","RHOA","387","hsa04660","T cell receptor signaling pathway","0.0129353233830845"
"","RHOA","387","hsa04928","Parathyroid hormone synthesis, secretion and action","0.0131840796019902"
"","RHOA","387","hsa04670","Leukocyte transendothelial migration","0.0140547263681592"
"","RHOA","387","hsa04071","Sphingolipid signaling pathway","0.0148009950248759"
"","RHOA","387","hsa04722","Neurotrophin signaling pathway","0.0148009950248759"
"","RHOA","387","hsa05135","Yersinia infection","0.0149253731343284"
"","RHOA","387","hsa04611","Platelet activation","0.0154228855721393"
"","RHOA","387","hsa04270","Vascular smooth muscle contraction","0.0164179104477612"
"","RHOA","387","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","RHOA","387","hsa04072","Phospholipase D signaling pathway","0.018407960199005"
"","RHOA","387","hsa04921","Oxytocin signaling pathway","0.0191542288557215"
"","RHOA","387","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","RHOA","387","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","RHOA","387","hsa04022","cGMP-PKG signaling pathway","0.0207711442786072"
"","RHOA","387","hsa04530","Tight junction","0.0210199004975126"
"","RHOA","387","hsa05152","Tuberculosis","0.0223880597014926"
"","RHOA","387","hsa04360","Axon guidance","0.0225124378109454"
"","RHOA","387","hsa04621","NOD-like receptor signaling pathway","0.0225124378109454"
"","RHOA","387","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","RHOA","387","hsa04510","Focal adhesion","0.025"
"","RHOA","387","hsa05130","Pathogenic Escherichia coli infection","0.0251243781094528"
"","RHOA","387","hsa05203","Viral carcinogenesis","0.0253731343283583"
"","RHOA","387","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","RHOA","387","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","RHOA","387","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","RHOA","387","hsa05132","Salmonella infection","0.0266169154228858"
"","RHOA","387","hsa04024","cAMP signaling pathway","0.026865671641791"
"","RHOA","387","hsa05163","Human cytomegalovirus infection","0.0279850746268657"
"","RHOA","387","hsa04014","Ras signaling pathway","0.0288557213930349"
"","RHOA","387","hsa05131","Shigellosis","0.0297263681592042"
"","RHOA","387","hsa04144","Endocytosis","0.0307213930348259"
"","RHOA","387","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","SAE1","10055","hsa04120","Ubiquitin mediated proteolysis","0.0174129353233831"
"","SF3B3","23450","hsa03040","Spliceosome","0.0185323383084578"
"","SFRP1","6422","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","SHH","6469","hsa04340","Hedgehog signaling pathway","0.0062189054726367"
"","SHH","6469","hsa05217","Basal cell carcinoma","0.00783582089552237"
"","SHH","6469","hsa05226","Gastric cancer","0.0185323383084578"
"","SHH","6469","hsa04360","Axon guidance","0.0225124378109454"
"","SHH","6469","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","SMAD3","4088","hsa05321","Inflammatory bowel disease (IBD)","0.00808457711442789"
"","SMAD3","4088","hsa04520","Adherens junction","0.00883084577114435"
"","SMAD3","4088","hsa05212","Pancreatic cancer","0.00945273631840793"
"","SMAD3","4088","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","SMAD3","4088","hsa05210","Colorectal cancer","0.0106965174129352"
"","SMAD3","4088","hsa04350","TGF-beta signaling pathway","0.0116915422885571"
"","SMAD3","4088","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","SMAD3","4088","hsa04659","Th17 cell differentiation","0.0133084577114427"
"","SMAD3","4088","hsa04110","Cell cycle","0.0154228855721393"
"","SMAD3","4088","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","SMAD3","4088","hsa04371","Apelin signaling pathway","0.0170398009950251"
"","SMAD3","4088","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","SMAD3","4088","hsa05226","Gastric cancer","0.0185323383084578"
"","SMAD3","4088","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","SMAD3","4088","hsa04218","Cellular senescence","0.0199004975124379"
"","SMAD3","4088","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","SMAD3","4088","hsa05161","Hepatitis B","0.0201492537313435"
"","SMAD3","4088","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","SMAD3","4088","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","SMAD3","4088","hsa04144","Endocytosis","0.0307213930348259"
"","SSU72","29101","hsa03015","mRNA surveillance pathway","0.0113184079601991"
"","STAT1","6772","hsa05321","Inflammatory bowel disease (IBD)","0.00808457711442789"
"","STAT1","6772","hsa04917","Prolactin signaling pathway","0.00870646766169159"
"","STAT1","6772","hsa05212","Pancreatic cancer","0.00945273631840793"
"","STAT1","6772","hsa05140","Leishmaniasis","0.0095771144278608"
"","STAT1","6772","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","0.0110696517412936"
"","STAT1","6772","hsa04658","Th1 and Th2 cell differentiation","0.0114427860696519"
"","STAT1","6772","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","STAT1","6772","hsa04620","Toll-like receptor signaling pathway","0.0129353233830845"
"","STAT1","6772","hsa04625","C-type lectin receptor signaling pathway","0.0129353233830845"
"","STAT1","6772","hsa04659","Th17 cell differentiation","0.0133084577114427"
"","STAT1","6772","hsa05145","Toxoplasmosis","0.0139303482587065"
"","STAT1","6772","hsa04935","Growth hormone synthesis, secretion and action","0.0148009950248759"
"","STAT1","6772","hsa04919","Thyroid hormone signaling pathway","0.0150497512437812"
"","STAT1","6772","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","STAT1","6772","hsa05162","Measles","0.0171641791044775"
"","STAT1","6772","hsa05160","Hepatitis C","0.0192786069651742"
"","STAT1","6772","hsa04217","Necroptosis","0.0197761194029852"
"","STAT1","6772","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","STAT1","6772","hsa05161","Hepatitis B","0.0201492537313435"
"","STAT1","6772","hsa05164","Influenza A","0.0211442786069652"
"","STAT1","6772","hsa05152","Tuberculosis","0.0223880597014926"
"","STAT1","6772","hsa04621","NOD-like receptor signaling pathway","0.0225124378109454"
"","STAT1","6772","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","STAT1","6772","hsa05167","Kaposi sarcoma-associated herpesvirus infection","0.0235074626865672"
"","STAT1","6772","hsa05169","Epstein-Barr virus infection","0.025"
"","STAT1","6772","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","STAT6","6778","hsa05321","Inflammatory bowel disease (IBD)","0.00808457711442789"
"","STAT6","6778","hsa04658","Th1 and Th2 cell differentiation","0.0114427860696519"
"","STAT6","6778","hsa04659","Th17 cell differentiation","0.0133084577114427"
"","STAT6","6778","hsa04217","Necroptosis","0.0197761194029852"
"","STAT6","6778","hsa04630","JAK-STAT signaling pathway","0.0201492537313435"
"","STAT6","6778","hsa05161","Hepatitis B","0.0201492537313435"
"","SUMO1","7341","hsa05418","Fluid shear stress and atherosclerosis","0.0172885572139305"
"","SUMO1","7341","hsa03013","RNA transport","0.0223880597014926"
"","TGFB1","7040","hsa04672","Intestinal immune network for IgA production","0.00609452736318417"
"","TGFB1","7040","hsa05144","Malaria","0.0062189054726367"
"","TGFB1","7040","hsa05321","Inflammatory bowel disease (IBD)","0.00808457711442789"
"","TGFB1","7040","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","TGFB1","7040","hsa05212","Pancreatic cancer","0.00945273631840793"
"","TGFB1","7040","hsa05220","Chronic myeloid leukemia","0.00945273631840793"
"","TGFB1","7040","hsa05140","Leishmaniasis","0.0095771144278608"
"","TGFB1","7040","hsa05210","Colorectal cancer","0.0106965174129352"
"","TGFB1","7040","hsa05410","Hypertrophic cardiomyopathy (HCM)","0.0111940298507464"
"","TGFB1","7040","hsa05323","Rheumatoid arthritis","0.0115671641791045"
"","TGFB1","7040","hsa04350","TGF-beta signaling pathway","0.0116915422885571"
"","TGFB1","7040","hsa05414","Dilated cardiomyopathy (DCM)","0.0119402985074629"
"","TGFB1","7040","hsa04933","AGE-RAGE signaling pathway in diabetic complications","0.0124378109452737"
"","TGFB1","7040","hsa05142","Chagas disease (American trypanosomiasis)","0.0126865671641793"
"","TGFB1","7040","hsa05146","Amoebiasis","0.0126865671641793"
"","TGFB1","7040","hsa04659","Th17 cell differentiation","0.0133084577114427"
"","TGFB1","7040","hsa05145","Toxoplasmosis","0.0139303482587065"
"","TGFB1","7040","hsa04110","Cell cycle","0.0154228855721393"
"","TGFB1","7040","hsa04380","Osteoclast differentiation","0.0159203980099502"
"","TGFB1","7040","hsa04926","Relaxin signaling pathway","0.0160447761194032"
"","TGFB1","7040","hsa04068","FoxO signaling pathway","0.0162935323383085"
"","TGFB1","7040","hsa04932","Non-alcoholic fatty liver disease (NAFLD)","0.0185323383084578"
"","TGFB1","7040","hsa05226","Gastric cancer","0.0185323383084578"
"","TGFB1","7040","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","TGFB1","7040","hsa04218","Cellular senescence","0.0199004975124379"
"","TGFB1","7040","hsa05161","Hepatitis B","0.0201492537313435"
"","TGFB1","7040","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","TGFB1","7040","hsa05152","Tuberculosis","0.0223880597014926"
"","TGFB1","7040","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","TGFB1","7040","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","TGFB1","7040","hsa04010","MAPK signaling pathway","0.0365671641791047"
"","TGFB1","7040","hsa04060","Cytokine-cytokine receptor interaction","0.0365671641791047"
"","TIAM1","7074","hsa04530","Tight junction","0.0210199004975126"
"","TIAM1","7074","hsa04062","Chemokine signaling pathway","0.0235074626865672"
"","TIAM1","7074","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","TIAM1","7074","hsa04015","Rap1 signaling pathway","0.0261194029850746"
"","TIAM1","7074","hsa04810","Regulation of actin cytoskeleton","0.0264925373134329"
"","TIAM1","7074","hsa04024","cAMP signaling pathway","0.026865671641791"
"","TIAM1","7074","hsa04014","Ras signaling pathway","0.0288557213930349"
"","TNNI3","7137","hsa04260","Cardiac muscle contraction","0.0108208955223881"
"","TNNI3","7137","hsa05410","Hypertrophic cardiomyopathy (HCM)","0.0111940298507464"
"","TNNI3","7137","hsa05414","Dilated cardiomyopathy (DCM)","0.0119402985074629"
"","TNNI3","7137","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","TNNI3","7137","hsa04024","cAMP signaling pathway","0.026865671641791"
"","TNNT2","7139","hsa04260","Cardiac muscle contraction","0.0108208955223881"
"","TNNT2","7139","hsa05410","Hypertrophic cardiomyopathy (HCM)","0.0111940298507464"
"","TNNT2","7139","hsa05414","Dilated cardiomyopathy (DCM)","0.0119402985074629"
"","TNNT2","7139","hsa04261","Adrenergic signaling in cardiomyocytes","0.0185323383084578"
"","TRAP1","10131","hsa05012","Parkinson disease","0.0309701492537314"
"","TSPO","706","hsa04979","Cholesterol metabolism","0.0062189054726367"
"","TSPO","706","hsa05166","Human T-cell leukemia virus 1 infection","0.0272388059701493"
"","TSPO","706","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","UBA1","7317","hsa04120","Ubiquitin mediated proteolysis","0.0174129353233831"
"","UBA1","7317","hsa05012","Parkinson disease","0.0309701492537314"
"","UBA6","55236","hsa04120","Ubiquitin mediated proteolysis","0.0174129353233831"
"","UBA7","7318","hsa04120","Ubiquitin mediated proteolysis","0.0174129353233831"
"","UBA7","7318","hsa05012","Parkinson disease","0.0309701492537314"
"","UTS2","10911","hsa04080","Neuroactive ligand-receptor interaction","0.0422885572139305"
"","VHL","7428","hsa05211","Renal cell carcinoma","0.00858208955223894"
"","VHL","7428","hsa04066","HIF-1 signaling pathway","0.0135572139303481"
"","VHL","7428","hsa04120","Ubiquitin mediated proteolysis","0.0174129353233831"
"","WDR5","11091","hsa04934","Cushing syndrome","0.0192786069651742"
"","WNT2","7472","hsa05217","Basal cell carcinoma","0.00783582089552237"
"","WNT2","7472","hsa04916","Melanogenesis","0.0125621890547265"
"","WNT2","7472","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","WNT2","7472","hsa05224","Breast cancer","0.0182835820895524"
"","WNT2","7472","hsa05226","Gastric cancer","0.0185323383084578"
"","WNT2","7472","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","WNT2","7472","hsa04934","Cushing syndrome","0.0192786069651742"
"","WNT2","7472","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","WNT2","7472","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","WNT2","7472","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","WNT2","7472","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","WNT2","7472","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","WNT2","7472","hsa05010","Alzheimer disease","0.0458955223880598"
"","WNT3A","89780","hsa05217","Basal cell carcinoma","0.00783582089552237"
"","WNT3A","89780","hsa04916","Melanogenesis","0.0125621890547265"
"","WNT3A","89780","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","WNT3A","89780","hsa05224","Breast cancer","0.0182835820895524"
"","WNT3A","89780","hsa05226","Gastric cancer","0.0185323383084578"
"","WNT3A","89780","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","WNT3A","89780","hsa04934","Cushing syndrome","0.0192786069651742"
"","WNT3A","89780","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","WNT3A","89780","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","WNT3A","89780","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","WNT3A","89780","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","WNT3A","89780","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","WNT3A","89780","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","WNT3A","89780","hsa05010","Alzheimer disease","0.0458955223880598"
"","WNT3","7473","hsa05217","Basal cell carcinoma","0.00783582089552237"
"","WNT3","7473","hsa04916","Melanogenesis","0.0125621890547265"
"","WNT3","7473","hsa04550","Signaling pathways regulating pluripotency of stem cells","0.0177860696517413"
"","WNT3","7473","hsa05224","Breast cancer","0.0182835820895524"
"","WNT3","7473","hsa05226","Gastric cancer","0.0185323383084578"
"","WNT3","7473","hsa04150","mTOR signaling pathway","0.0192786069651742"
"","WNT3","7473","hsa04934","Cushing syndrome","0.0192786069651742"
"","WNT3","7473","hsa04390","Hippo signaling pathway","0.0195273631840797"
"","WNT3","7473","hsa04310","Wnt signaling pathway","0.0199004975124379"
"","WNT3","7473","hsa05225","Hepatocellular carcinoma","0.0208955223880598"
"","WNT3","7473","hsa05205","Proteoglycans in cancer","0.0254975124378108"
"","WNT3","7473","hsa05206","MicroRNAs in cancer","0.0385572139303484"
"","WNT3","7473","hsa05165","Human papillomavirus infection","0.0410447761194033"
"","WNT3","7473","hsa05010","Alzheimer disease","0.0458955223880598"
"","XBP1","7494","hsa05017","Spinocerebellar ataxia","0.0165422885572138"
