"","ProtClass","Target","Molecule","Scaffold"
"1045","DAMOX/DASOX family","OXDA","SQBKXZCXQGBSDI-UHFFFAOYSA-N","Sca460"
"1046","DAMOX/DASOX family","OXDA","BAUHXXRSZJRUOO-UHFFFAOYSA-N","Sca110"
"1047","DAMOX/DASOX family","OXDA","DJMUHYRXTADHBS-UHFFFAOYSA-N","Sca879"
"1048","DAMOX/DASOX family","OXDA","JVZDRGNZYCOVSZ-UHFFFAOYSA-N","Sca110"
"1049","DAMOX/DASOX family","OXDA","WFRTVSXKGTWLRN-UHFFFAOYSA-N","Sca508"
"1050","DAMOX/DASOX family","OXDA","HJYQKYBNZIVPKM-UHFFFAOYSA-N","Sca262070"
"1051","DAMOX/DASOX family","OXDA","PMHDSACGRKBACK-UHFFFAOYSA-N","Sca96"
"1052","DAMOX/DASOX family","OXDA","DNIURSGRFSKVEF-UHFFFAOYSA-N","Sca6"
"1053","DAMOX/DASOX family","OXDA","DUQTWXDVDOGMRC-UHFFFAOYSA-N","Sca262070"
"1054","DAMOX/DASOX family","OXDA","OSMAEQLDHFQOHZ-UHFFFAOYSA-N","Sca1263"
"1055","DAMOX/DASOX family","OXDA","SJAPSPJRTQCDNO-UHFFFAOYSA-N","Sca375"
"1056","DAMOX/DASOX family","OXDA","ASIKUSSKCRFBKC-UHFFFAOYSA-N","Sca262070"
"1057","DAMOX/DASOX family","OXDA","JRZSGUBDBHTWCQ-UHFFFAOYSA-N","Sca312"
"1058","DAMOX/DASOX family","OXDA","JDNFPNLOARNYPO-UHFFFAOYSA-N","Sca262070"
"1059","DAMOX/DASOX family","OXDA","VGEABQRORWAAST-UHFFFAOYSA-N","Sca110"
"1060","DAMOX/DASOX family","OXDA","QLECPKDOBXXLQR-UHFFFAOYSA-N","Sca1473"
"1061","DAMOX/DASOX family","OXDA","VDZXOEURMDIDAM-UHFFFAOYSA-N","Sca262070"
"1062","DAMOX/DASOX family","OXDA","ZVCKDQAOPDCYIL-UHFFFAOYSA-N","Sca6"
"1063","DAMOX/DASOX family","OXDA","IYFCASTUNCGVQJ-UHFFFAOYSA-N","Sca262070"
"1064","IL-2 family","IL2","VNZHOIDQBPFEJU-OAQYLSRUSA-N","Sca30526"
"1065","IAP family","BIRC8","KMHMGJITTBRABL-AWDZXFJFSA-N","Sca123772"
"1066","IAP family","BIRC8","YBYZHVZWINISJO-XPSCAIQQSA-N","Sca123771"
"1067","IAP family","BIRC8","IYOZNYWYRADTNN-CTZQYXLCSA-N","Sca123772"
"1068","IAP family","BIRC8","KWCRPDVMOUTMME-XPSCAIQQSA-N","Sca123771"
"1069","IAP family","BIRC8","LTSMFEKJLOPVQW-UQAQOTMJSA-N","Sca123772"
"1070","IAP family","BIRC8","XBTLZUHJBOBKRG-HCUBDLJJSA-N","Sca116003"
"1071","2'-deoxynucleoside 5'-phosphate N-hydrolase 1 family","DNPH1","HTIIEYWQBQEJFZ-KREFBHGWSA-N","Sca246023"
"1072","2'-deoxynucleoside 5'-phosphate N-hydrolase 1 family","DNPH1","HHJQAMYPGXZTHK-VBCUVWSKSA-N","Sca246306"
"1073","2'-deoxynucleoside 5'-phosphate N-hydrolase 1 family","DNPH1","WPJAMTFEQHCMLU-HALQFCHDSA-N","Sca246302"
"1074","Toll-like receptor family","TLR4","WXOAKWCJLAFUHM-QNVZYURYSA-N","Sca250771"
"1075","Toll-like receptor family","TLR4","QIZBIHDCWGVUGP-QJHQUMTCSA-N","Sca1255"
"1076","Toll-like receptor family","TLR4","HWHNPTUQTILZGI-SVPADUAOSA-N","Sca240620"
"1077","Toll-like receptor family","TLR4","BAZJQRVHCZIBNP-SVPADUAOSA-N","Sca240616"
"1078","Toll-like receptor family","TLR4","XWBFZOHZYCQKSC-WWANDTCUSA-N","Sca1255"
"1079","Toll-like receptor family","TLR4","HZVNAUFWUKDUCD-ZARRYTOOSA-N","Sca240616"
"1080","Toll-like receptor family","TLR4","JQBYQJNFXRPUGN-SVPADUAOSA-N","Sca240620"
"1081","Toll-like receptor family","TLR4","GYNZXBBKUMENQJ-UHFFFAOYSA-N","Sca7"
"1082","Toll-like receptor family","TLR4","RQHFYFFOUMTMEV-QJHQUMTCSA-N","Sca1255"
"1083","Toll-like receptor family","TLR4","XJOKZFREXUVZMO-SVPADUAOSA-N","Sca240616"
"1084","Toll-like receptor family","TLR4","CFBFKWASJNXJAE-BIATYSSJSA-N","Sca240620"
"1085","Toll-like receptor family","TLR4","JCDZPRLIAKNTCX-UHFFFAOYSA-N","Sca1721"
"1086","Toll-like receptor family","TLR4","KRGQXYUNTMKLCT-BIATYSSJSA-N","Sca240620"
"1087","Toll-like receptor family","TLR4","MHGBBRCVUIBXAI-AHCIIZGASA-N","Sca240715"
"1088","Toll-like receptor family","TLR4","LEEIJTHMHDMWLJ-UHFFFAOYSA-N","Sca7"
"1089","Toll-like receptor family","TLR4","ASSXLIYUENVYMQ-AHCIIZGASA-N","Sca240616"
"1090","Toll-like receptor family","TLR4","YRRDUQFXVMZGAD-BIATYSSJSA-N","Sca240620"
"1091","Toll-like receptor family","TLR4","DZOOVERCMBDRSR-QNNMRZDFSA-N","Sca250771"
"1092","Toll-like receptor family","TLR4","VJKDBRHDGCPRBZ-UHFFFAOYSA-N","Sca7"
"1093","Toll-like receptor family","TLR4","SNCDHXTYESQSND-KAHCWPQKSA-N","Sca240719"
"1094","Toll-like receptor family","TLR4","NIBWWMVWEOQYAN-LXRYQADYSA-N","Sca1255"
"1095","Toll-like receptor family","TLR2","UNILWMWFPHPYOR-KXEYIPSPSA-N","Sca85742"
"1096","Amiloride-sensitive sodium channel (TC 1.A.6) family, ASIC3 subfamily","ASIC3","GPXVQHMVAOPWSO-UHFFFAOYSA-N","Sca57014"
"1097","Peptidase M1 family","ERAP1","QFIZLFVZFOTXHE-OFVILXPXSA-N","Sca767"
"1098","Peptidase M1 family","ERAP1","HNWIOZGMMTUVKP-LSYYVWMOSA-N","Sca767"
"1099","Peptidase M1 family","ERAP1","QKFOTLXPIIESQI-IEZKXTBUSA-N","Sca150"
"1100","Eukaryotic initiation factor 4E family","IF4E","XCCLFPUBQTZIEH-SCFUHWHPSA-N","Sca201374"
"1101","Eukaryotic initiation factor 4E family","IF4E","MCYZBWKMUOPJOU-UHFFFAOYSA-N","Sca201383"
"1102","Eukaryotic initiation factor 4E family","IF4E","DKVRNHPCAOHRSI-KQYNXXCUSA-N","Sca201381"
"1103","Eukaryotic initiation factor 4E family","IF4E","DKVRNHPCAOHRSI-KQYNXXCUSA-N","Sca152719"
"1104","Eukaryotic initiation factor 4E family","IF4E","DKVRNHPCAOHRSI-KQYNXXCUSA-N","Sca152721"
"1105","Eukaryotic initiation factor 4E family","IF4E","CNNKPJYFPGUGLQ-UHFFFAOYSA-N","Sca201383"
"1106","Eukaryotic initiation factor 4E family","IF4E","RHMQELFSDNQEBP-SCFUHWHPSA-N","Sca152718"
"1107","Eukaryotic initiation factor 4E family","IF4E","ZIPYKPGMJNDUSX-UHFFFAOYSA-N","Sca201383"
"1108","Eukaryotic initiation factor 4E family","IF4E","QWFXGVANFMDSMH-LSCFUAHRSA-N","Sca152718"
"1109","Eukaryotic initiation factor 4E family","IF4E","PYFSHRHJFPDMPM-NVQRDWNXSA-N","Sca201379"
"1110","Eukaryotic initiation factor 4E family","IF4E","OSDHZJVAKUMRCL-LSCFUAHRSA-N","Sca152718"
"1111","Eukaryotic initiation factor 4E family","IF4E","YCZIVALBOMAUFR-LSCFUAHRSA-N","Sca152718"
"1112","Major facilitator superfamily, Sugar transporter (TC 2.A.1.1) family, Glucose transporter subfamily","GTR1","KURMVZVFDHBCQJ-FGBFUVBKSA-N","Sca149"
"1113","Serpin family","SERPH","UKJVTPVEQLXYPI-WJLJJOJOSA-N","Sca156318"
"1114","Serpin family","SERPH","WPPHUOBXUDNCMS-FLILSOCVSA-N","Sca220725"
"1115","Serpin family","SERPH","JGQRJSNHMPUKAI-MHZWONBLSA-N","Sca156307"
"1116","Serpin family","SERPH","JGQRJSNHMPUKAI-MHZWONBLSA-N","Sca156356"
"1117","Serpin family","SERPH","UZKBDYAMYHNHFF-XQKNLMOFSA-N","Sca156327"
"1118","Serpin family","SERPH","UZKBDYAMYHNHFF-XQKNLMOFSA-N","Sca156335"
"1119","Serpin family","SERPH","KAXYPGFLTITRQB-ZCYNLIDDSA-N","Sca156318"
"1120","Glucagon family","GIP","CWPADRJBQLPUCB-MCZWQBSQSA-N","Sca110799"
"1121","Transcription factor STAT family","STA5B","AMYVQFXKGYPZLQ-UHFFFAOYSA-N","Sca130702"
"1122","Transcription factor STAT family","STA5B","AMYVQFXKGYPZLQ-UHFFFAOYSA-N","Sca235339"
"1123","Transcription factor STAT family","STA5A","BZSUCLDZAQTFQJ-MSOLQXFVSA-N","Sca137953"
"1124","Transcription factor STAT family","STA5A","SLCFEJAMCRLYRG-UHFFFAOYSA-N","Sca17997"
"1125","Transcription factor STAT family","STA5A","PDOQBOJDRPLBQU-QMMMGPOBSA-N","Sca123583"
"1126","TCF/LEF family","LEF1","BEGZPRLTLFWYBR-UHFFFAOYSA-N","Sca238769"
"1127","Glycosyl hydrolase 84 family","OGA","XSSWBZATTHQFFN-UHFFFAOYSA-N","Sca1217"
"1128","Glycosyl hydrolase 84 family","OGA","XPJWMTPRJTUTBX-QCNRFFRDSA-N","Sca160"
"1129","Glycosyl hydrolase 84 family","OGA","XPJWMTPRJTUTBX-QCNRFFRDSA-N","Sca169"
"1130","Glycosyl hydrolase 84 family","OGA","XPJWMTPRJTUTBX-QCNRFFRDSA-N","Sca379"
"1131","Glycosyl hydrolase 84 family","OGA","DRHXTSWSUAJOJZ-FMDGEEDCSA-N","Sca104999"
"1132","Glycosyl hydrolase 84 family","OGA","KKXBBIBSXXTEOZ-FMDGEEDCSA-N","Sca161018"
"1133","Glycosyl hydrolase 84 family","OGA","QWOPEBCGKASVQP-QXOHVQIXSA-N","Sca104999"
"1134","Glycosyl hydrolase 84 family","OGA","HYYWMUDKKSUEQM-UHFFFAOYSA-N","Sca1217"
"1135","Glycosyl hydrolase 84 family","OGA","PBLNJFVQMUMOJY-JIJAQUFFSA-N","Sca24218"
"1136","Glycosyl hydrolase 84 family","OGA","PPAIMZHKIXDJRN-FMDGEEDCSA-N","Sca158530"
"1137","Glycosyl hydrolase 84 family","OGA","ZTUPUNKLDDKVAZ-UHFFFAOYSA-N","Sca1217"
"1138","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","JBGPTABXBVOSBM-UBUADSEMSA-N","Sca35094"
"1139","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","YDGPTQNAUYPLFV-XMMPIXPASA-N","Sca2968"
"1140","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","NITWYWFBQXEHJU-UHFFFAOYSA-N","Sca879"
"1141","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","PKJCNVBPDXZMDO-UHFFFAOYSA-N","Sca249999"
"1142","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","ZEHRNFWJWQMEEQ-UHFFFAOYSA-N","Sca879"
"1143","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","JVBABXCWGNKUHQ-XMMPIXPASA-N","Sca2968"
"1144","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","PMTLKNOARSHUJB-ZJSXRUAMSA-N","Sca250001"
"1145","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","FCNFVEJKQISIMT-UHFFFAOYSA-N","Sca879"
"1146","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","YNKAPRZFCFBVEL-FNORWQNLSA-N","Sca879"
"1147","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","JBGPTABXBVOSBM-OUSLXHSISA-N","Sca35094"
"1148","TRAFAC class myosin-kinesin ATPase superfamily, Kinesin family, NCD subfamily","KIFC1","FCNFVEJKQISIMT-RUZDIDTESA-N","Sca879"
"1149","Phosphoglycerate mutase family","F261","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"1150","Phosphoglycerate mutase family","F261","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"1151","Phosphoglycerate mutase family","F261","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"1152","Phosphoglycerate mutase family","F261","VTMZMKMCPQYOPV-QFIPXVFZSA-N","Sca254565"
"1153","Phosphoglycerate mutase family","F263","KFEALFUIWDTBKJ-QHCPKHFHSA-N","Sca70093"
"1154","Phosphoglycerate mutase family","F263","AZGKYEZKYHOKCB-FQEVSTJZSA-N","Sca49616"
"1155","Phosphoglycerate mutase family","F263","NRMHBCGGABGTIL-FQEVSTJZSA-N","Sca49616"
"1156","Phosphoglycerate mutase family","F263","WBKFBMOXKGKWEK-UHFFFAOYSA-N","Sca254878"
"1157","Phosphoglycerate mutase family","F263","OOGHGWKBJXQNEJ-QFIPXVFZSA-N","Sca49616"
"1158","Phosphoglycerate mutase family","F263","VISHOEGWJXXUOW-UHFFFAOYSA-N","Sca150"
"1159","Phosphoglycerate mutase family","F263","NDIKFKQBWGMLCA-DEOSSOPVSA-N","Sca254872"
"1160","Phosphoglycerate mutase family","F263","WCOKYGLNANNIJT-UHFFFAOYSA-N","Sca150"
"1161","Phosphoglycerate mutase family","F263","FIPDFGXVCDUJQL-UHFFFAOYSA-N","Sca150"
"1162","Phosphoglycerate mutase family","F263","BMZFZTMWBCFKSS-UHFFFAOYSA-N","Sca507"
"1163","Phosphoglycerate mutase family","F263","YRJNEDUGTKEQSO-DEOSSOPVSA-N","Sca254865"
"1164","Phosphoglycerate mutase family","F263","MSVRQAUNRZMPBR-UHFFFAOYSA-N","Sca150"
"1165","Phosphoglycerate mutase family","F263","BYFWRNNQCQLOCH-UHFFFAOYSA-N","Sca150"
"1166","Phosphoglycerate mutase family","F263","RVTAACJVJXEMFR-UHFFFAOYSA-N","Sca49616"
"1167","Phosphoglycerate mutase family","F263","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"1168","Phosphoglycerate mutase family","F263","MGWKYNYHWPBCHJ-VWLOTQADSA-N","Sca254858"
"1169","Phosphoglycerate mutase family","F263","VJDXFFBSNLNWJD-QFIPXVFZSA-N","Sca254560"
"1170","Phosphoglycerate mutase family","F263","JTIOFEOXCFFWJI-QFIPXVFZSA-N","Sca254560"
"1171","Phosphoglycerate mutase family","F263","UJJUKZPBUMCSJZ-BQYQJAHWSA-N","Sca419"
"1172","Phosphoglycerate mutase family","F263","NEVWOSYUONZQPN-IBGZPJMESA-N","Sca49616"
"1173","Phosphoglycerate mutase family","F263","LFSWGUMPBIOTFE-UHFFFAOYSA-N","Sca150"
"1174","Phosphoglycerate mutase family","F263","LXYZIFXILNIABT-QFIPXVFZSA-N","Sca5850"
"1175","Phosphoglycerate mutase family","F263","UUCVHXXJITYQAQ-FQEVSTJZSA-N","Sca49616"
"1176","Phosphoglycerate mutase family","F263","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"1177","Phosphoglycerate mutase family","F263","OIUUHNYUJDUUHX-DEOSSOPVSA-N","Sca254863"
"1178","Phosphoglycerate mutase family","F263","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"1179","Phosphoglycerate mutase family","F263","COLOVWUHIINYEF-HNNXBMFYSA-N","Sca150"
"1180","Phosphoglycerate mutase family","F263","PCYHYEFBTFIIEK-QFIPXVFZSA-N","Sca49616"
"1181","Phosphoglycerate mutase family","F263","FQCDAJQMTHYPRN-UHFFFAOYSA-N","Sca6"
"1182","Phosphoglycerate mutase family","F263","UCZWHTSRFTVJRI-QHCPKHFHSA-N","Sca139235"
"1183","Phosphoglycerate mutase family","F262","MGWKYNYHWPBCHJ-VWLOTQADSA-N","Sca254858"
"1184","Phosphoglycerate mutase family","F262","YRJNEDUGTKEQSO-DEOSSOPVSA-N","Sca254865"
"1185","Phosphoglycerate mutase family","F262","VXVMWRWEKHARRO-QFIPXVFZSA-N","Sca254875"
"1186","Phosphoglycerate mutase family","F262","JTNMHAMHIYAFAI-FQEVSTJZSA-N","Sca150974"
"1187","Phosphoglycerate mutase family","F262","JTIOFEOXCFFWJI-QFIPXVFZSA-N","Sca254560"
"1188","Phosphoglycerate mutase family","F262","UCZWHTSRFTVJRI-QHCPKHFHSA-N","Sca139235"
"1189","Phosphoglycerate mutase family","F262","OOGHGWKBJXQNEJ-QFIPXVFZSA-N","Sca49616"
"1190","Phosphoglycerate mutase family","F262","LXYZIFXILNIABT-QFIPXVFZSA-N","Sca5850"
"1191","Phosphoglycerate mutase family","F262","NDIKFKQBWGMLCA-DEOSSOPVSA-N","Sca254872"
"1192","Phosphoglycerate mutase family","F262","OIUUHNYUJDUUHX-DEOSSOPVSA-N","Sca254863"
"1193","Phosphoglycerate mutase family","F262","ZHZRYPWKMPTDMQ-SANMLTNESA-N","Sca254867"
"1194","Poly(ADP-ribose) glycohydrolase family","PARG","BKXBQQKGSRLELP-WDBPGAOMSA-N","Sca52668"
"1195","Poly(ADP-ribose) glycohydrolase family","PARG","NDQDTBCXPOIQGT-UHNJQBFTSA-N","Sca1818"
"1196","Poly(ADP-ribose) glycohydrolase family","PARG","MWEAKAFRGMFWAV-RREHWXIASA-N","Sca1255"
"1197","Eukaryotic ribosomal protein eS27 family","RS27","XDEFNAWAKYQBQY-UHFFFAOYSA-N","Sca110"
"1198","DNA glycosylase MPG family","3MG","GIXWDMTZECRIJT-UHFFFAOYSA-N","Sca67168"
"1199","DNA glycosylase MPG family","3MG","GIXWDMTZECRIJT-UHFFFAOYSA-N","Sca779"
"1200","Beta-catenin family","CTNB1","IMVAHFIQCOJFIE-UHFFFAOYSA-N","Sca259030"
"1201","Rad1 family","RAD1","YSCNMFDFYJUPEF-OWOJBTEDSA-N","Sca7"
"1202","Type II pantothenate kinase family","PANK1","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"1203","Type II pantothenate kinase family","PANK1","DRDDXWWETZGQET-UHFFFAOYSA-N","Sca166811"
"1204","Type II pantothenate kinase family","PANK1","PHJLFHTWJJRSCL-UHFFFAOYSA-N","Sca166811"
"1205","Type II pantothenate kinase family","PANK1","QWICXMPYKJTDMV-UHFFFAOYSA-N","Sca166811"
"1206","Type II pantothenate kinase family","PANK1","RKBKSBWJKXNNQO-UHFFFAOYSA-N","Sca166811"
"1207","Type II pantothenate kinase family","PANK1","KPXWSWUCPABRIS-UHFFFAOYSA-N","Sca166811"
"1208","Type II pantothenate kinase family","PANK1","PNJFFNSNXGGCFS-UHFFFAOYSA-N","Sca166811"
"1209","Type II pantothenate kinase family","PANK3","RJPJWKKLUKHOTG-UHFFFAOYSA-N","Sca68831"
"1210","Type II pantothenate kinase family","PANK3","MCWVISRVZDGKFF-UHFFFAOYSA-N","Sca598"
"1211","Type II pantothenate kinase family","PANK3","QWICXMPYKJTDMV-UHFFFAOYSA-N","Sca166811"
"1212","Type II pantothenate kinase family","PANK3","RKBKSBWJKXNNQO-UHFFFAOYSA-N","Sca166811"
"1213","Type II pantothenate kinase family","PANK3","KPXWSWUCPABRIS-UHFFFAOYSA-N","Sca166811"
"1214","Type II pantothenate kinase family","PANK3","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"1215","Type II pantothenate kinase family","PANK2","UNCZUEUPSJKHGB-UHFFFAOYSA-N","Sca166811"
"1216","Peptidase C19 family, USP10 subfamily","UBP10","AWIVHRPYFSSVOG-UHFFFAOYSA-N","Sca11"
"1217","Peptidase C19 family","UBP13","AWIVHRPYFSSVOG-UHFFFAOYSA-N","Sca11"
"1218","ABC transporter superfamily, ABCA family","ABCA1","CEQZALRKUUZTFE-RCWCRCCRSA-N","Sca255"
"1219","ABC transporter superfamily, ABCA family","ABCA1","IDAGENLYTAERSI-UROLWSHUSA-N","Sca255"
"1220","ABC transporter superfamily, ABCA family","ABCA1","MJWHRZJTMODKII-KYLBWWCWSA-N","Sca255"
"1221","ABC transporter superfamily, ABCA family","ABCA1","OAMZUKDCYLONDM-VRQTWQBTSA-N","Sca255"
"1222","ABC transporter superfamily, ABCA family","ABCA1","UWMVUCPWMYUULF-UROLWSHUSA-N","Sca255"
"1223","Potassium channel family, C (Shaw) (TC 1.A.1.2) subfamily, Kv3.1/KCNC1 sub-subfamily","KCNC1","WIQRCHMSJFFONW-UHFFFAOYSA-N","Sca7"
"1224","Peptidase S1 family, Plasminogen subfamily","HGF","MYPQPZOTEGVVQY-UHFFFAOYSA-N","Sca115186"
"1225","Peptidase S1 family, Plasminogen subfamily","HGF","ONSZEUCTVQJHOZ-UHFFFAOYSA-N","Sca115199"
"1226","Peptidase S1 family, Plasminogen subfamily","HGF","IKPJWGNTDNCFPS-UHFFFAOYSA-N","Sca115187"
"1227","Peptidase S1 family, Plasminogen subfamily","HGF","UVNDVSUMHWZESZ-UHFFFAOYSA-N","Sca115218"
"1228","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","MQOBSOSZFYZQOK-UHFFFAOYSA-N","Sca7"
"1229","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","RJKFOVLPORLFTN-LEKSSAKUSA-N","Sca1690"
"1230","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","RJKFOVLPORLFTN-LEKSSAKUSA-N","Sca125"
"1231","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","AAOVKJBEBIDNHE-UHFFFAOYSA-N","Sca343"
"1232","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","SBDNJUWAMKYJOX-UHFFFAOYSA-N","Sca7"
"1233","Calycin superfamily, Fatty-acid binding protein (FABP) family","FABPL","YMTINGFKWWXKFG-UHFFFAOYSA-N","Sca7"
"1234","BZIP family, CNC subfamily","NF2L2","ISIMGBQRFXXNON-FCXRPNKRSA-N","Sca7"
"1235","Acid ceramidase family","ASAH1","DFKUCUBLDFSSQJ-UHFFFAOYSA-N","Sca1420"
"1236","Acid ceramidase family","ASAH1","RGKUHRPLIWRTSV-UHFFFAOYSA-N","Sca1473"
"1237","Acid ceramidase family","ASAH1","BBZFIIUFDXKSHN-UHFFFAOYSA-N","Sca1473"
"1238","Acid ceramidase family","ASAH1","WXUQCRYZVDSMBW-UHFFFAOYSA-N","Sca1420"
"1239","ABC transporter superfamily, ABCB family, Multidrug resistance exporter (TC 3.A.1.201) subfamily","ABCBB","HYAFETHFCAUJAY-UHFFFAOYSA-N","Sca562"
"1240","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","ZQRUPFZEQPUPTB-LSLKUGRBSA-N","Sca367"
"1241","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","UMKHUSRDQFQHAK-RNJMTYCLSA-N","Sca638"
"1242","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","GOEYECACIBFJGZ-NPAGUKBMSA-N","Sca112910"
"1243","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","BFLKQEFSKSGPPF-AVGNSLFASA-N","Sca255"
"1244","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","IFWGJAXMPXZADJ-UHFFFAOYSA-N","Sca121005"
"1245","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","AHWHUDJTTAKVFD-UHFFFAOYSA-N","Sca181056"
"1246","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","XBBNZGWNCBWFDK-LKUDQCMESA-N","Sca247644"
"1247","G-protein coupled receptor 1 family, Mas subfamily","MRGX1","JGVSHHWPQVGYRT-CVEARBPZSA-N","Sca7"
"1248","MDM2/MDM4 family","MDM4","OLXCWWYOMPHPKD-SLGGZZICSA-N","Sca45940"
"1249","MDM2/MDM4 family","MDM4","GNOKPPBYNVBVAK-UNAWLWNYSA-N","Sca179191"
"1250","MDM2/MDM4 family","MDM4","ZNRVSPZJPHWGPJ-YIRXGZCTSA-N","Sca179192"
"1251","MDM2/MDM4 family","MDM4","GRFZNWPXNWLSQU-SEYRRILQSA-N","Sca45940"
"1252","MDM2/MDM4 family","MDM4","IWIUNJXEPOJENS-DTOIXECGSA-N","Sca45940"
"1253","MDM2/MDM4 family","MDM4","DNNRLXNYLTYSJN-VHAXCVKWSA-N","Sca179191"
"1254","MDM2/MDM4 family","MDM4","GGDQBGDHZZBTNG-CBIKVEOWSA-N","Sca179182"
"1255","MDM2/MDM4 family","MDM4","OUYGZUBALGKPPD-PPISHHLESA-N","Sca179192"
"1256","MDM2/MDM4 family","MDM4","QAXJIYGVPJNQKL-BUWQGHJSSA-N","Sca5112"
"1257","MDM2/MDM4 family","MDM4","VNNWJAVPNJUCCJ-JFKDMOTFSA-N","Sca179174"
"1258","MDM2/MDM4 family","MDM4","PCMBDJSSGNXABW-UHFFFAOYSA-N","Sca171870"
"1259","MDM2/MDM4 family","MDM4","GLLJROCIIOPSCB-MQEOCOHRSA-N","Sca45940"
"1260","MDM2/MDM4 family","MDM4","ZFYQBPVMECJUBO-GXHLCREISA-N","Sca171868"
"1261","MDM2/MDM4 family","MDM4","DUNRBPPAHJWCFO-SLGGZZICSA-N","Sca45940"
"1262","MDM2/MDM4 family","MDM4","CIZKJZBRRSGRND-UHFFFAOYSA-N","Sca171870"
"1263","MDM2/MDM4 family","MDM4","XFJJAXOQAYVJJR-OLECBNHVSA-N","Sca45940"
"1264","MDM2/MDM4 family","MDM4","AUKHLGHUBGRGON-UHFFFAOYSA-N","Sca171870"
"1265","MDM2/MDM4 family","MDM4","BZEOPCATSFOUGA-NCIQRGHISA-N","Sca179191"
"1266","MDM2/MDM4 family","MDM4","RNDNPIFFEKEHQE-XEJBFJIASA-N","Sca179182"
"1267","MDM2/MDM4 family","MDM4","JGYFUCWCVSJYBD-VSVLFDTBSA-N","Sca179192"
"1268","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","NCDNCNXCDXHOMX-XGKFQTDJSA-N","Sca21128"
"1269","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","XDRYMKDFEDOLFX-UHFFFAOYSA-N","Sca7"
"1270","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","KKZJGLLVHKMTCM-UHFFFAOYSA-N","Sca1222"
"1271","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","KTUFNOKKBVMGRW-UHFFFAOYSA-N","Sca6474"
"1272","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","GHXZTYHSJHQHIJ-UHFFFAOYSA-N","Sca7"
"1273","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","FELGMEQIXOGIFQ-UHFFFAOYSA-N","Sca1077"
"1274","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","OEBPANQZQGQPHF-UHFFFAOYSA-N","Sca1420"
"1275","Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family","S47A1","WKSAUQYGYAYLPV-UHFFFAOYSA-N","Sca369"
"1276","Peptidase S1 family","HGFA","GWIRLHLNQLEUAV-MLCQCVOFSA-N","Sca371"
"1277","Peptidase S1 family","HGFA","QCZLVVCFUACPGA-MUGJNUQGSA-N","Sca160"
"1278","Peptidase S1 family","HGFA","PHPJWSFXNNRMES-QORCZRPOSA-N","Sca150"
"1279","Peptidase S1 family","HGFA","DVNNDDZBSYOOIJ-UHFFFAOYSA-N","Sca6"
"1280","Peptidase S1 family","HGFA","UNOVDKDICJRWRT-LJWNLINESA-N","Sca150"
