ProtClass,Target,Molecule,ScaID
Other cytosolic protein,HS90A,VMXCKZIFERGZDF-UHFFFAOYSA-N,Sca115817
Other cytosolic protein,HS90A,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90A,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90A,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90A,ZDVWPCBCFQRVOL-GFCCVEGCSA-N,Sca250602
Other cytosolic protein,HS90A,XLMJRDQLZYJXGV-OAHLLOKOSA-N,Sca250602
Other cytosolic protein,HS90A,BXUPOUMTIMEFOP-UHFFFAOYSA-N,Sca180088
Other cytosolic protein,HS90A,WLNBQNXELZHTAX-UHFFFAOYSA-N,Sca239527
Other cytosolic protein,HS90A,HTFXLKODKQAMGB-UHFFFAOYSA-N,Sca180090
Other cytosolic protein,HS90A,BMXFLWCPBQXDMF-MRXNPFEDSA-N,Sca250602
Other cytosolic protein,HS90A,FACPCCFMMPETLR-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90A,OAURDSXLNBKZDU-UHFFFAOYSA-N,Sca252900
Other cytosolic protein,HS90B,QGPOJWKORWNCCI-UHFFFAOYSA-N,Sca44213
Other cytosolic protein,HS90B,GVNVEWBDLHLLOP-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,ZPZPIJXUHQETIS-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,QYZCJVOCSJBEHM-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,KEHUOLOXSSVFGM-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,SAYWXJCRCITRBW-UHFFFAOYSA-N,Sca239523
Other cytosolic protein,HS90B,SYXPLDZVFNCBAG-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,FOPLDDYDYSLQNH-UHFFFAOYSA-N,Sca243557
Other cytosolic protein,HS90B,FLANSLWVOMGKFX-UHFFFAOYSA-N,Sca239524
Other cytosolic protein,HS90B,SIHNWEFMEXZLGL-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,KUFRQPKVAWMTJO-SBNHGUPZSA-N,Sca6847
Other cytosolic protein,HS90B,BVCOPVVOEOGFIF-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,ZQQVJQOAKZOWGL-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,FGUVIEZMWVLUBS-UHFFFAOYSA-N,Sca396
Other cytosolic protein,HS90B,UOPQHPBCVYHSFF-UHFFFAOYSA-N,Sca203
Other cytosolic protein,HS90B,QVPVBEMEPZPYHR-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,UIRMQSUQFQMQHL-XMMPIXPASA-N,Sca190905
Other cytosolic protein,HS90B,XBFYACGYMOHVFU-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,NYJJEDZAPVQCSV-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,IULUGODLBRFXLM-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,DVQDRCWQNXXCPF-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,JPPCGDGMQGJGQK-UHFFFAOYSA-N,Sca44213
Other cytosolic protein,HS90B,KYKVIKAAJZSJSE-UHFFFAOYSA-N,Sca86137
Other cytosolic protein,HS90B,FGNQVZZMORDWIZ-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,SMTBWZFWBLWQHA-UHFFFAOYSA-N,Sca243557
Other cytosolic protein,HS90B,FRQWOJZIGXMKKS-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,ZUIRRFVWIHDBRR-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,YAMXKKKFCPWQEN-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,LXUVFEGNZXPXCA-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,KGQVZYMWAYVSHA-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,SMJJAAHWGIEVIU-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,SMJJAAHWGIEVIU-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,SMJJAAHWGIEVIU-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,JRKWIMWCXIIYEH-UHFFFAOYSA-N,Sca375
Other cytosolic protein,HS90B,IFRGXKKQHBVPCQ-UHFFFAOYSA-N,Sca158848
Other cytosolic protein,HS90B,JNORNRLOIPHMPA-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,NDAZATDQFDPQBD-UHFFFAOYSA-N,Sca103054
Other cytosolic protein,HS90B,JSYMEQCYUGXIQO-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,QTYXOGXVXMHKDP-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,VTYBTDCJZWSDTA-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,GAGDTKJJVCLACJ-ZDUSSCGKSA-N,Sca136712
Other cytosolic protein,HS90B,MNPDTLDITGFXDG-UHFFFAOYSA-N,Sca239530
Other cytosolic protein,HS90B,GWIZKEIEZXYFHX-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,GIAVVFIPFBOBRR-UHFFFAOYSA-N,Sca243561
Other cytosolic protein,HS90B,STEXXKLLANGNJT-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,XYQHFUZCQZJYAM-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,VBVXWYMKVOTMBY-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,VNMOWKHAHQJUJI-UHFFFAOYSA-N,Sca396
Other cytosolic protein,HS90B,FACPCCFMMPETLR-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,WJUNQSYQHHIVFX-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,BYUWYXKBXJUDHH-UHFFFAOYSA-N,Sca260203
Other cytosolic protein,HS90B,PGJXSPKGOVDXKL-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,WNCCXPHAUXYECH-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,JEQKKBLDCUBLCH-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,KSNWJWORHKIJDQ-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,AMYOAACFWFWWTC-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,AMWZXPSBURRZMG-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,VNXRDGWFEVVBHT-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,XDAXMEXPQNGVJL-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,WXAGYZOBOISWRD-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,GVGRBQBDCRQHQS-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,XYFFWTYOFPSZRM-TWNAANEASA-N,Sca6847
Other cytosolic protein,HS90B,CVAWQPOSGKIJKK-UHFFFAOYSA-N,Sca260203
Other cytosolic protein,HS90B,RQJZYZDUHISFGP-UHFFFAOYSA-N,Sca396
Other cytosolic protein,HS90B,AMEDVSCGAATJQW-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,BQLQIGOSKSOFMN-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,ZZJXOBKVROBVJQ-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,QNSXVICNJWAQIF-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,JSCREBVYSIQJTI-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,XXOKQDNUZDLGCK-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,JTCGRDMMRLTULM-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ZOOYNUNDPUONBJ-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,OUIASJZGMFCFQE-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,QZLDWSFSFMYFDA-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,AYDNYYSKMLWXOR-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,VVKXMAUATACBJC-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,QXYUMAYBJRETAI-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,YBJXTNRJKAAAAM-UHFFFAOYSA-N,Sca2109
Other cytosolic protein,HS90B,GAXYTWCDYDICEO-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,GPDFQUXFCMBYJK-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,MYLPKVZOKNWTDT-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ZEXOIUMLZHCDEB-UHFFFAOYSA-N,Sca180066
Other cytosolic protein,HS90B,JEHITPSPEWPKHP-UHFFFAOYSA-N,Sca239526
Other cytosolic protein,HS90B,TUOSCZDRWRYPRS-UHFFFAOYSA-N,Sca396
Other cytosolic protein,HS90B,BZOAIOKTNVREBR-UHFFFAOYSA-N,Sca44213
Other cytosolic protein,HS90B,LIRXYOSHRDKVEH-UHFFFAOYSA-N,Sca239530
Other cytosolic protein,HS90B,TYKPZVLPLZTMTM-AWEZNQCLSA-N,Sca239510
Other cytosolic protein,HS90B,KPIUPUAUBYKPSB-UHFFFAOYSA-N,Sca243557
Other cytosolic protein,HS90B,HBVANFYJAUIBIX-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,QJNQBCASDNXYIB-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,RQSYKXYOCHXDFB-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,FFBBPPCCNBFJPR-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,XEADAWRYEKBMAU-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,XEADAWRYEKBMAU-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,XEADAWRYEKBMAU-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,OZXKSZGYVOHFOD-UHFFFAOYSA-N,Sca375
Other cytosolic protein,HS90B,WNWIFHZSRZKCEI-UHFFFAOYSA-N,Sca197115
Other cytosolic protein,HS90B,ZOJHRXJTOJIJNW-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,HEUKUPZJWOFYNZ-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,HEUKUPZJWOFYNZ-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,HEUKUPZJWOFYNZ-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,WVEDSMDFFPPHHH-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,HLKJXAYPYNVMSI-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,SUPVGFZUWFMATN-UHFFFAOYSA-N,Sca75088
Other cytosolic protein,HS90B,MAAXOLHHGIZKTM-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,LWTLGPPVCNPAAK-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,SECQDSIPIFHPOE-UHFFFAOYSA-N,Sca86137
Other cytosolic protein,HS90B,CPMQCYVAAOTGPW-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,MPBZQJGYFYORPA-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,WYZWZEOGROVVHK-GTMNPGAYSA-N,Sca32746
Other cytosolic protein,HS90B,VTYPHPHCZYEQRJ-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,JLQQHYZIBBMSQP-UHFFFAOYSA-N,Sca239613
Other cytosolic protein,HS90B,DMSSJGUAIMGOKZ-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,SCNCSAGXTCHOKM-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,JWYPCMQCDIAERN-UHFFFAOYSA-N,Sca180066
Other cytosolic protein,HS90B,BZSWMIRBZAALJX-UHFFFAOYSA-N,Sca86137
Other cytosolic protein,HS90B,QUYGYUVUHYMMRW-UHFFFAOYSA-N,Sca243557
Other cytosolic protein,HS90B,FRDWFVYYRVMIEO-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,BZCOFCDRVIYRGF-UHFFFAOYSA-N,Sca260197
Other cytosolic protein,HS90B,GQTAYJHCNIDUJF-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,GQTAYJHCNIDUJF-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,GQTAYJHCNIDUJF-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,PDTIGQGNOQYHJW-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,YAEFGNPDRFBMQN-UHFFFAOYSA-N,Sca86136
Other cytosolic protein,HS90B,BBERRDWXGILBQQ-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,MLQIPNRXDPWOES-UHFFFAOYSA-N,Sca190869
Other cytosolic protein,HS90B,KQRDVNUCOWRFLN-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,KHRQKDYYXZHHEP-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,GCDCTISRNJFNAZ-UHFFFAOYSA-N,Sca197109
Other cytosolic protein,HS90B,SZHAICFRANHMKQ-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,BASLFXHBMHSLDF-UHFFFAOYSA-N,Sca239530
Other cytosolic protein,HS90B,OIYQOJBOWPOPMU-UHFFFAOYSA-N,Sca107158
Other cytosolic protein,HS90B,QUZZWYGVVPGASL-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,RDACNCXJMVIJJU-UHFFFAOYSA-N,Sca201212
Other cytosolic protein,HS90B,KQLHYNAGYLGYAW-UHFFFAOYSA-N,Sca180066
Other cytosolic protein,HS90B,CDUSWPZAZNYPIC-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ABQRRZZEGCBSBT-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,RGDGKLFZAZUSJF-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,DMCPDWIOTIBIEG-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,BGFYCZKQHDTLHW-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,ASZMRYJQUICXIL-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,OHEUYKZRNQMPTL-HNNXBMFYSA-N,Sca239510
Other cytosolic protein,HS90B,IHFHSLBOLZZRTN-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,KBWLLBQRVQWYAU-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,XAKQPZRYSINFJB-UHFFFAOYSA-N,Sca260195
Other cytosolic protein,HS90B,HVAJWYCYLNHPIR-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ZWMTVCUEGCIPFL-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ZRFHTXGPVLSYHB-HNNXBMFYSA-N,Sca239507
Other cytosolic protein,HS90B,RDQAVNSBZVTDPS-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,QULDDKSCVCJTPV-UHFFFAOYSA-N,Sca3929
Other cytosolic protein,HS90B,MPDUIKXWFJHUBM-UHFFFAOYSA-N,Sca239527
Other cytosolic protein,HS90B,ASYLZOYWJADVRP-UHFFFAOYSA-N,Sca239618
Other cytosolic protein,HS90B,JAXODMFYXRHARC-IYBDPMFKSA-N,Sca18856
Other cytosolic protein,HS90B,ZCYBILUPTBRXMP-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,XRJRXYVIZJXPEP-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,DTKLRMYYNBXXNM-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,ZSWMSTMAPCOTDY-KQDWAINSSA-N,Sca6847
Other cytosolic protein,HS90B,OWLAKERMHYDWTB-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,FFCLCTHAQCJCLU-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,MHLWEVMLBXNHQO-UHFFFAOYSA-N,Sca239532
Other cytosolic protein,HS90B,QFRYTTVZQDZDTB-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,AOZIKGBBIZWGLH-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,JSZMVEDRZLWINJ-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,PRHFNUFTGSQDAG-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,JJJHPQXXIIPRCX-QLNXIBDESA-N,Sca250757
Other cytosolic protein,HS90B,SFTMAFQLUQSSIC-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,CJJQNNCGKPPNJL-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,YLCDEKPILDISJG-UHFFFAOYSA-N,Sca86137
Other cytosolic protein,HS90B,GENUPDQCNCBCTQ-LBPRGKRZSA-N,Sca136712
Other cytosolic protein,HS90B,XGHMJWBQMCKFLJ-UHFFFAOYSA-N,Sca239510
Other cytosolic protein,HS90B,ZFVRYNYOPQZKDG-MQMHXKEQSA-N,Sca136726
Other cytosolic protein,HS90B,MWGWLDJLENCVRQ-UHFFFAOYSA-N,Sca75088
Other cytosolic protein,HS90B,CKAFUNPJPCPMTQ-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,QSNAITKZUCGADX-UHFFFAOYSA-N,Sca75088
Other cytosolic protein,HS90B,JWMNNGKBRMWHGI-UHFFFAOYSA-N,Sca197109
Other cytosolic protein,HS90B,YPEOXUOUTBMBCX-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,ULVOSIZKLPPTGZ-UHFFFAOYSA-N,Sca197109
Other cytosolic protein,HS90B,VNEFVOCDBSYKOE-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,BJCKPFJLXXWTKA-UHFFFAOYSA-N,Sca86137
Other cytosolic protein,HS90B,USEWQNRQGJKLIF-UHFFFAOYSA-N,Sca2109
Other cytosolic protein,HS90B,IQGDGZXLNYMLGJ-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,WGCZSSWSEAXTCL-UHFFFAOYSA-N,Sca44213
Other cytosolic protein,HS90B,SJSZIOGBCPNYSG-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,GXZGXMAMFBJOLJ-UHFFFAOYSA-N,Sca375
Other cytosolic protein,HS90B,TUQVBXKESFVUEH-UHFFFAOYSA-N,Sca2109
Other cytosolic protein,HS90B,IGTRQSQBLHIPCZ-UHFFFAOYSA-N,Sca1680
Other cytosolic protein,HS90B,JJNXXYJPUSCLHK-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,CMSOUOVTKNTIQH-UHFFFAOYSA-N,Sca197115
Other cytosolic protein,HS90B,BLWOIFSJVMHKAM-UHFFFAOYSA-N,Sca18856
Other cytosolic protein,HS90B,NVKZVXHMVWYHEZ-UHFFFAOYSA-N,Sca482
Other cytosolic protein,HS90B,SERWHZWZIWJIEV-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,AVFBSMWWJOVYGJ-UHFFFAOYSA-N,Sca239526
Other cytosolic protein,HS90B,UZANTPGYBJWKPB-UHFFFAOYSA-N,Sca197109
Other cytosolic protein,HS90B,QPVNTDBWWRFMIC-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,LQOGCFRENXIESE-ZDUSSCGKSA-N,Sca180066
Other cytosolic protein,HS90B,MJRVEYQWSWLAPN-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,FXDPYZMMXPTNNY-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,RYJHFWJLEWKOKX-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,YDFQFHIQJUIYBH-UHFFFAOYSA-N,Sca197109
Other cytosolic protein,HS90B,JMZAAZZRUPWHDX-UHFFFAOYSA-N,Sca42060
Other cytosolic protein,HS90B,VVMWPCREMJAYMB-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,AYUNIORJHRXIBJ-TXHRRWQRSA-N,Sca6847
Other cytosolic protein,HS90B,KUFRQPKVAWMTJO-LMZWQJSESA-N,Sca6847
Other cytosolic protein,HS90B,AXLPMHXDZNVJEQ-UHFFFAOYSA-N,Sca18426
Other cytosolic protein,HS90B,CMUOQACBLLCUQL-UHFFFAOYSA-N,Sca239517
Other cytosolic protein,HS90B,CMUOQACBLLCUQL-UHFFFAOYSA-N,Sca239512
Other cytosolic protein,HS90B,CMUOQACBLLCUQL-UHFFFAOYSA-N,Sca239511
Other cytosolic protein,HS90B,AQCNMQMDQJMNIL-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,KCIOVTSUEXGUFJ-UHFFFAOYSA-N,Sca396
Other cytosolic protein,HS90B,VNEZLWWMNFSDNW-UHFFFAOYSA-N,Sca75088
Other cytosolic protein,HS90B,MBNCTAZUUZKCMD-UHFFFAOYSA-N,Sca243558
Other cytosolic protein,HS90B,CPCBFJRWJFEXLH-UHFFFAOYSA-N,Sca511
Other cytosolic protein,HS90B,SLKZOEMCURKXSX-UHFFFAOYSA-N,Sca136743
Other cytosolic protein,HS90B,WLNBQNXELZHTAX-UHFFFAOYSA-N,Sca239527
Other cytosolic protein,GRP1,SIWILCBNYOGJQH-LDADJPATSA-N,Sca150
Other cytosolic protein,GRP1,FKPDQMIETMHJBH-UDWIEESQSA-N,Sca150
Other cytosolic protein,GRP1,DDBJOZVQHUZKJJ-CPNJWEJPSA-N,Sca150
Other cytosolic protein,GRP1,YHESSERBDSKRDZ-DEDYPNTBSA-N,Sca150
Other cytosolic protein,GRP1,ZETICKHKBWHSEB-DEDYPNTBSA-N,Sca150
Other cytosolic protein,MTP,JINDJRPDZUVMEM-LJAQVGFWSA-N,Sca96607
Other cytosolic protein,MTP,WPEJEZGARGUIGX-YTTGMZPUSA-N,Sca206094
Other cytosolic protein,MTP,HYQMTHNENKITBQ-DEOSSOPVSA-N,Sca56409
Other cytosolic protein,MTP,BDOBNHGYFGVFDD-HSZRJFAPSA-N,Sca56409
Other cytosolic protein,MTP,JKHYOWBRQRJSTQ-OAQYLSRUSA-N,Sca56410
Other cytosolic protein,MTP,JPOBQBQZOFXPBG-DEOSSOPVSA-N,Sca56409
Other cytosolic protein,MTP,HUUVMCDDBKCLOJ-UHFFFAOYSA-N,Sca224364
Other cytosolic protein,MTP,LZGBUQAWWBRUQV-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,IVEBHBHIWAFJCR-BHVANESWSA-N,Sca206093
Other cytosolic protein,MTP,IFRHYCUCKUPKFP-OKPNAEFXSA-N,Sca206093
Other cytosolic protein,MTP,TUOSYWCFRFNJBS-BHVANESWSA-N,Sca96606
Other cytosolic protein,MTP,AEKLUJNEHYJEKW-QNGWXLTQSA-N,Sca206093
Other cytosolic protein,MTP,WRMIRUYCZLMHOB-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,UDPREAJJGGXUGR-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,OANWUPKQWSUTEU-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,XXRHCPAKWIJOEQ-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,PKHKBSZSOWOOPU-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,XVYYDZKUWRLQJO-BHVANESWSA-N,Sca206093
Other cytosolic protein,MTP,MLKOLGWTURVOMW-UHFFFAOYSA-N,Sca224313
Other cytosolic protein,MTP,JWYGHODMDMKPPK-QVWGJOIVSA-N,Sca56409
Other cytosolic protein,MTP,XVWYLDUPXZROGU-QNGWXLTQSA-N,Sca206093
Other cytosolic protein,MTP,AEOHIOVCDRWTKU-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,HMTLPJFACYNTHS-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,SQOUWOMUAUTYQA-KDXMTYKHSA-N,Sca206093
Other cytosolic protein,MTP,RIGQMJQWXWAARJ-UHFFFAOYSA-N,Sca224316
Other cytosolic protein,MTP,WFQCUKHDGIPMEM-PPFXSRCRSA-N,Sca206093
Other cytosolic protein,MTP,SJWGOVCLZUBJPZ-UHFFFAOYSA-N,Sca224313
Other cytosolic protein,MTP,HFQHREPTBMBXIA-NDEPHWFRSA-N,Sca96607
Other cytosolic protein,MTP,CCYQZEHMKVWDMK-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,OVUNRYUVDVWTTE-UHFFFAOYSA-N,Sca187405
Other cytosolic protein,MTP,OUNZFDMRSCNFLA-QNGWXLTQSA-N,Sca206093
Other cytosolic protein,MTP,OLCIBVKTMMFOTI-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,MAQKTCKCJHCCLW-BHVANESWSA-N,Sca206093
Other cytosolic protein,MTP,VFQLHOJNCNGPIK-AREMUKBSSA-N,Sca56409
Other cytosolic protein,MTP,GTATWJCMYIYMSS-LHEWISCISA-N,Sca206093
Other cytosolic protein,MTP,JKHYOWBRQRJSTQ-NRFANRHFSA-N,Sca56410
Other cytosolic protein,MTP,BDOBNHGYFGVFDD-QHCPKHFHSA-N,Sca56409
Other cytosolic protein,MTP,KUIGPXCNMWLIGB-UHFFFAOYSA-N,Sca224310
Other cytosolic protein,MTP,HBPIFPQXLNUKAB-YTTGMZPUSA-N,Sca206094
Other cytosolic protein,GRP3,KPFIRSWIEJGVNZ-DDKMFYJYSA-N,Sca50283
Other cytosolic protein,GRP3,FKPDQMIETMHJBH-UDWIEESQSA-N,Sca150
Other cytosolic protein,GRP3,ZETICKHKBWHSEB-DEDYPNTBSA-N,Sca150
Other cytosolic protein,GRP3,SIWILCBNYOGJQH-LDADJPATSA-N,Sca150
Other cytosolic protein,GRP3,YHESSERBDSKRDZ-DEDYPNTBSA-N,Sca150
Other cytosolic protein,GRP3,DDBJOZVQHUZKJJ-CPNJWEJPSA-N,Sca150
Other cytosolic protein,XIAP,UFPFGVNKHCLJJO-SSKFGXFMSA-N,Sca227738
Other cytosolic protein,XIAP,BWLSZCKRHLWKLH-PIXGQMGXSA-N,Sca89018
Other cytosolic protein,XIAP,WQKJLURQKWFJSF-HDPQYBQWSA-N,Sca218642
Other cytosolic protein,XIAP,KSALHYXGSMEPIV-MYEJIDBFSA-N,Sca231111
Other cytosolic protein,XIAP,WEHMXUQKHFVNFA-DZGIFAGBSA-N,Sca228045
Other cytosolic protein,XIAP,GSYDLODTKWENBK-UZYJKHRNSA-N,Sca115962
Other cytosolic protein,XIAP,LFSWTUZKDFSREL-OBRDHALPSA-N,Sca228045
Other cytosolic protein,XIAP,XUJBBGGQDAEVAD-OUTAGPEDSA-N,Sca182315
Other cytosolic protein,XIAP,YIVFOJWQYGXQNY-SJEIDVEUSA-N,Sca227734
Other cytosolic protein,XIAP,FAYXICTUJPGQRQ-GYUFFBBGSA-N,Sca228045
